tool,threshold,strain,nTP,nFP,nTN,n_true,nFN,sensitivity,precision,specificity,f-score,len
smoove,100,LP_J,140.0,23.0,1e-05,228,88.0,0.6140350877192983,0.8588957055214724,4.347824196598176e-07,0.7161125319693095,100_500
sniffles,100,LP_J,59.0,5.0,1e-05,228,169.0,0.25877192982456143,0.921875,1.999996000008e-06,0.404109589041096,100_500
BioGraph*,100,LP_J,109.0,28.0,1e-05,228,119.0,0.4780701754385965,0.7956204379562044,3.5714272959188225e-07,0.5972602739726027,100_500
breakdancer,100,AKR_J,47.0,26.0,5.0,83,36.0,0.5662650602409639,0.6438356164383562,0.16129032258064516,0.6025641025641025,500_1000
clever,100,AKR_J,31.0,4.0,10.0,83,52.0,0.3734939759036144,0.8857142857142857,0.7142857142857143,0.5254237288135593,500_1000
delly,100,AKR_J,42.0,25.0,10.0,83,41.0,0.5060240963855421,0.6268656716417911,0.2857142857142857,0.5599999999999999,500_1000
gasv,100,AKR_J,19.0,349.0,1.0,83,64.0,0.2289156626506024,0.051630434782608696,0.002857142857142857,0.08425720620842574,500_1000
gridss,100,AKR_J,41.0,15.0,6.0,83,42.0,0.4939759036144578,0.7321428571428571,0.2857142857142857,0.5899280575539567,500_1000
indelminer,100,AKR_J,3.0,9.0,1e-05,83,80.0,0.03614457831325301,0.25,1.1111098765445817e-06,0.06315789473684211,500_1000
lumpexpress,100,AKR_J,39.0,14.0,1e-05,83,44.0,0.4698795180722892,0.7358490566037735,7.14285204081997e-07,0.5735294117647058,500_1000
mistrvar,100,AKR_J,3.0,3.0,1.0,83,80.0,0.03614457831325301,0.5,0.25,0.06741573033707865,500_1000
pindel,100,AKR_J,38.0,9.0,1.0,83,45.0,0.4578313253012048,0.8085106382978723,0.1,0.5846153846153845,500_1000
smoove,100,AKR_J,38.0,13.0,8.0,83,45.0,0.4578313253012048,0.7450980392156863,0.3809523809523809,0.5671641791044776,500_1000
sniffles,100,AKR_J,5.0,2.0,1e-05,83,78.0,0.060240963855421686,0.7142857142857143,4.999975000125e-06,0.1111111111111111,500_1000
BioGraph*,100,AKR_J,1e-05,1e-05,1e-05,83,82.99999,1.204819277108434e-07,0.5,0.5,2.409637973581212e-07,500_1000
breakdancer,100,A_J,41.0,15.0,4.0,74,33.0,0.5540540540540541,0.7321428571428571,0.21052631578947367,0.6307692307692307,500_1000
clever,100,A_J,36.0,9.0,8.0,74,38.0,0.4864864864864865,0.8,0.4705882352941176,0.6050420168067226,500_1000
delly,100,A_J,41.0,36.0,6.0,74,33.0,0.5540540540540541,0.5324675324675324,0.14285714285714285,0.543046357615894,500_1000
gasv,100,A_J,17.0,102.0,1.0,74,57.0,0.2297297297297297,0.14285714285714285,0.009708737864077669,0.17616580310880825,500_1000
gridss,100,A_J,36.0,27.0,4.0,74,38.0,0.4864864864864865,0.5714285714285714,0.12903225806451613,0.5255474452554744,500_1000
indelminer,100,A_J,2.0,4.0,1e-05,74,72.0,0.027027027027027032,0.3333333333333333,2.4999937500156254e-06,0.05,500_1000
lumpexpress,100,A_J,36.0,14.0,4.0,74,38.0,0.4864864864864865,0.72,0.2222222222222222,0.5806451612903226,500_1000
mistrvar,100,A_J,1.0,1.0,1e-05,74,73.0,0.013513513513513514,0.5,9.999900000999989e-06,0.026315789473684213,500_1000
pindel,100,A_J,34.0,11.0,1e-05,74,40.0,0.4594594594594595,0.7555555555555555,9.090900826453794e-07,0.5714285714285715,500_1000
smoove,100,A_J,38.0,13.0,4.0,74,36.0,0.5135135135135135,0.7450980392156863,0.2352941176470588,0.6079999999999999,500_1000
sniffles,100,A_J,14.0,1.0,1e-05,74,60.0,0.1891891891891892,0.9333333333333332,9.999900000999989e-06,0.3146067415730337,500_1000
BioGraph*,100,A_J,1e-05,1e-05,1e-05,74,73.99999,1.3513513513513515e-07,0.5,0.5,2.7027019722427105e-07,500_1000
breakdancer,100,C3H_HeJ,45.0,18.0,3.0,80,35.0,0.5625,0.7142857142857143,0.14285714285714285,0.6293706293706294,500_1000
clever,100,C3H_HeJ,36.0,7.0,10.0,80,44.0,0.45,0.8372093023255814,0.5882352941176471,0.5853658536585366,500_1000
delly,100,C3H_HeJ,46.0,25.0,9.0,80,34.0,0.575,0.647887323943662,0.2647058823529412,0.6092715231788081,500_1000
gasv,100,C3H_HeJ,23.0,147.0,1.0,80,57.0,0.2875,0.1352941176470588,0.006756756756756757,0.184,500_1000
gridss,100,C3H_HeJ,36.0,18.0,7.0,80,44.0,0.45,0.6666666666666666,0.28,0.5373134328358209,500_1000
indelminer,100,C3H_HeJ,2.0,2.0,1e-05,80,78.0,0.025,0.5,4.999975000125e-06,0.047619047619047616,500_1000
lumpexpress,100,C3H_HeJ,39.0,16.0,8.0,80,41.0,0.4875,0.7090909090909091,0.3333333333333333,0.5777777777777778,500_1000
mistrvar,100,C3H_HeJ,2.0,1.0,1e-05,80,78.0,0.025,0.6666666666666666,9.999900000999989e-06,0.04819277108433735,500_1000
pindel,100,C3H_HeJ,34.0,9.0,1.0,80,46.0,0.425,0.7906976744186046,0.1,0.5528455284552846,500_1000
smoove,100,C3H_HeJ,38.0,17.0,8.0,80,42.0,0.475,0.6909090909090909,0.32,0.5629629629629629,500_1000
sniffles,100,C3H_HeJ,18.0,3.0,1e-05,80,62.0,0.225,0.8571428571428571,3.3333222222592593e-06,0.3564356435643564,500_1000
BioGraph*,100,C3H_HeJ,1e-05,1e-05,1e-05,80,79.99999,1.2500000000000002e-07,0.5,0.5,2.4999993750001564e-07,500_1000
breakdancer,100,DBA_2J,47.0,25.0,3.0,91,44.0,0.5164835164835165,0.6527777777777778,0.10714285714285714,0.5766871165644172,500_1000
clever,100,DBA_2J,41.0,8.0,9.0,91,50.0,0.4505494505494506,0.8367346938775511,0.5294117647058824,0.5857142857142857,500_1000
delly,100,DBA_2J,47.0,31.0,5.0,91,44.0,0.5164835164835165,0.6025641025641025,0.1388888888888889,0.5562130177514794,500_1000
gasv,100,DBA_2J,28.0,172.0,1.0,91,63.0,0.3076923076923077,0.14,0.005780346820809247,0.19243986254295534,500_1000
gridss,100,DBA_2J,38.0,21.0,7.0,91,53.0,0.4175824175824176,0.6440677966101694,0.25,0.5066666666666667,500_1000
indelminer,100,DBA_2J,3.0,4.0,1.0,91,88.0,0.03296703296703297,0.42857142857142855,0.2,0.061224489795918366,500_1000
lumpexpress,100,DBA_2J,40.0,21.0,8.0,91,51.0,0.4395604395604396,0.6557377049180327,0.27586206896551724,0.5263157894736842,500_1000
mistrvar,100,DBA_2J,3.0,1.0,1e-05,91,88.0,0.03296703296703297,0.75,9.999900000999989e-06,0.06315789473684211,500_1000
pindel,100,DBA_2J,40.0,11.0,1.0,91,51.0,0.4395604395604396,0.7843137254901961,0.08333333333333333,0.5633802816901408,500_1000
smoove,100,DBA_2J,39.0,20.0,8.0,91,52.0,0.42857142857142855,0.6610169491525424,0.2857142857142857,0.52,500_1000
sniffles,100,DBA_2J,14.0,2.0,1e-05,91,77.0,0.15384615384615385,0.875,4.999975000125e-06,0.2616822429906543,500_1000
BioGraph*,100,DBA_2J,1e-05,1e-05,1e-05,91,90.99999,1.0989010989010989e-07,0.5,0.5,2.197801714768854e-07,500_1000
breakdancer,100,LP_J,33.0,14.0,3.0,70,37.0,0.4714285714285714,0.7021276595744681,0.17647058823529413,0.5641025641025642,500_1000
clever,100,LP_J,32.0,4.0,7.0,70,38.0,0.4571428571428571,0.8888888888888888,0.6363636363636364,0.6037735849056604,500_1000
delly,100,LP_J,37.0,23.0,5.0,70,33.0,0.5285714285714286,0.6166666666666667,0.17857142857142858,0.5692307692307693,500_1000
gasv,100,LP_J,20.0,171.0,1e-05,70,50.0,0.2857142857142857,0.10471204188481677,5.8479528743887224e-08,0.15325670498084293,500_1000
gridss,100,LP_J,33.0,18.0,4.0,70,37.0,0.4714285714285714,0.6470588235294118,0.18181818181818185,0.5454545454545455,500_1000
indelminer,100,LP_J,3.0,4.0,1e-05,70,67.0,0.042857142857142864,0.42857142857142855,2.4999937500156254e-06,0.07792207792207792,500_1000
lumpexpress,100,LP_J,29.0,18.0,7.0,70,41.0,0.4142857142857143,0.6170212765957447,0.28,0.4957264957264958,500_1000
mistrvar,100,LP_J,1.0,1.0,1e-05,70,69.0,0.014285714285714284,0.5,9.999900000999989e-06,0.02777777777777778,500_1000
pindel,100,LP_J,29.0,10.0,1e-05,70,41.0,0.4142857142857143,0.7435897435897436,9.99999000001e-07,0.5321100917431193,500_1000
smoove,100,LP_J,29.0,12.0,7.0,70,41.0,0.4142857142857143,0.7073170731707317,0.3684210526315789,0.5225225225225225,500_1000
sniffles,100,LP_J,7.0,1.0,1e-05,70,63.0,0.1,0.875,9.999900000999989e-06,0.17948717948717952,500_1000
BioGraph*,100,LP_J,1e-05,1e-05,1e-05,70,69.99999,1.4285714285714287e-07,0.5,0.5,2.85714204081656e-07,500_1000
breakdancer,100,CBA_J,44.0,19.0,5.0,87,43.0,0.5057471264367817,0.6984126984126984,0.20833333333333331,0.5866666666666667,500_1000
clever,100,CBA_J,44.0,5.0,8.0,87,43.0,0.5057471264367817,0.8979591836734694,0.6153846153846154,0.6470588235294119,500_1000
delly,100,CBA_J,45.0,38.0,6.0,87,42.0,0.5172413793103449,0.5421686746987951,0.13636363636363635,0.5294117647058824,500_1000
gasv,100,CBA_J,28.0,202.0,1e-05,87,59.0,0.3218390804597701,0.1217391304347826,4.950494804430951e-08,0.17665615141955834,500_1000
gridss,100,CBA_J,37.0,22.0,7.0,87,50.0,0.4252873563218391,0.6271186440677966,0.2413793103448276,0.5068493150684932,500_1000
indelminer,100,CBA_J,3.0,5.0,1.0,87,84.0,0.03448275862068965,0.375,0.16666666666666666,0.06315789473684211,500_1000
lumpexpress,100,CBA_J,38.0,18.0,7.0,87,49.0,0.4367816091954023,0.6785714285714286,0.28,0.5314685314685316,500_1000
mistrvar,100,CBA_J,3.0,2.0,1e-05,87,84.0,0.03448275862068965,0.6,4.999975000125e-06,0.06521739130434784,500_1000
pindel,100,CBA_J,37.0,10.0,1.0,87,50.0,0.4252873563218391,0.7872340425531915,0.09090909090909093,0.5522388059701493,500_1000
smoove,100,CBA_J,37.0,17.0,8.0,87,50.0,0.4252873563218391,0.6851851851851852,0.32,0.524822695035461,500_1000
sniffles,100,CBA_J,11.0,1.0,1.0,87,76.0,0.1264367816091954,0.9166666666666666,0.5,0.22222222222222224,500_1000
BioGraph*,100,CBA_J,1e-05,1e-05,1e-05,87,86.99999,1.149425287356322e-07,0.5,0.5,2.2988500462413693e-07,500_1000
breakdancer,100,AKR_J,94.0,74.0,113.0,140,46.0,0.6714285714285714,0.5595238095238095,0.6042780748663101,0.6103896103896104,1000_
clever,100,AKR_J,73.0,8.0,24.0,140,67.0,0.5214285714285715,0.9012345679012346,0.75,0.660633484162896,1000_
delly,100,AKR_J,98.0,98.0,99.0,140,42.0,0.7,0.5,0.5025380710659898,0.5833333333333334,1000_
gasv,100,AKR_J,33.0,10065.0,3.0,140,107.0,0.2357142857142857,0.0032679738562091504,0.00029797377830750887,0.006446571596014847,1000_
gridss,100,AKR_J,89.0,104.0,44.0,140,51.0,0.6357142857142857,0.461139896373057,0.2972972972972973,0.5345345345345346,1000_
indelminer,100,AKR_J,9.0,3.0,0.0,140,131.0,0.06428571428571428,0.75,0.0,0.11842105263157895,1000_
lumpexpress,100,AKR_J,95.0,73.0,0.0,140,45.0,0.6785714285714286,0.5654761904761905,0.0,0.6168831168831169,1000_
smoove,100,AKR_J,94.0,58.0,171.0,140,46.0,0.6714285714285714,0.618421052631579,0.7467248908296943,0.6438356164383561,1000_
sniffles,100,AKR_J,23.0,12.0,12.0,140,117.0,0.16428571428571428,0.6571428571428571,0.5,0.2628571428571429,1000_
BioGraph*,100,AKR_J,72.0,15.0,105.0,140,68.0,0.5142857142857142,0.8275862068965517,0.875,0.6343612334801763,1000_
mistrvar,100,AKR_J,0.0,0.0,3.0,140,140.0,0.0,0.0,1.0,0.0,1000_
pindel,100,AKR_J,0.0,0.0,0.0,140,140.0,0.0,0.0,0.0,0.0,1000_
breakdancer,100,A_J,103.0,44.0,129.0,158,55.0,0.6518987341772152,0.7006802721088435,0.7456647398843931,0.6754098360655738,1000_
clever,100,A_J,88.0,11.0,229.0,158,70.0,0.5569620253164557,0.8888888888888888,0.9541666666666668,0.6848249027237354,1000_
delly,100,A_J,113.0,74.0,117.0,158,45.0,0.7151898734177216,0.6042780748663101,0.6125654450261779,0.6550724637681159,1000_
gasv,100,A_J,46.0,9964.0,2.0,158,112.0,0.2911392405063291,0.004595404595404595,0.0002006823198876179,0.00904799370574351,1000_
gridss,100,A_J,106.0,70.0,41.0,158,52.0,0.6708860759493671,0.6022727272727273,0.36936936936936937,0.6347305389221557,1000_
indelminer,100,A_J,9.0,4.0,1.0,158,149.0,0.0569620253164557,0.6923076923076923,0.2,0.10526315789473684,1000_
lumpexpress,100,A_J,110.0,43.0,124.0,158,48.0,0.6962025316455697,0.7189542483660131,0.7425149700598802,0.707395498392283,1000_
smoove,100,A_J,107.0,31.0,179.0,158,51.0,0.6772151898734177,0.7753623188405797,0.8523809523809524,0.7229729729729729,1000_
sniffles,100,A_J,42.0,4.0,32.0,158,116.0,0.26582278481012656,0.9130434782608696,0.8888888888888888,0.4117647058823529,1000_
BioGraph*,100,A_J,87.0,20.0,129.0,158,71.0,0.5506329113924051,0.8130841121495327,0.8657718120805369,0.6566037735849057,1000_
mistrvar,100,A_J,0.0,0.0,5.0,158,158.0,0.0,0.0,1.0,0.0,1000_
pindel,100,A_J,0.0,0.0,2.0,158,158.0,0.0,0.0,1.0,0.0,1000_
breakdancer,100,C3H_HeJ,96.0,56.0,138.0,149,53.0,0.6442953020134228,0.631578947368421,0.711340206185567,0.6378737541528239,1000_
clever,100,C3H_HeJ,85.0,10.0,201.0,149,64.0,0.5704697986577181,0.8947368421052632,0.95260663507109,0.6967213114754098,1000_
delly,100,C3H_HeJ,103.0,96.0,96.0,149,46.0,0.6912751677852349,0.5175879396984925,0.5,0.5919540229885057,1000_
gasv,100,C3H_HeJ,35.0,11101.0,3.0,149,114.0,0.2348993288590604,0.0031429597701149426,0.00027017291066282423,0.006202924235711121,1000_
gridss,100,C3H_HeJ,93.0,86.0,40.0,149,56.0,0.6241610738255033,0.5195530726256983,0.31746031746031744,0.5670731707317074,1000_
indelminer,100,C3H_HeJ,3.0,0.0,1.0,149,146.0,0.020134228187919462,1.0,1.0,0.039473684210526314,1000_
lumpexpress,100,C3H_HeJ,100.0,56.0,113.0,149,49.0,0.6711409395973155,0.6410256410256411,0.6686390532544378,0.6557377049180328,1000_
smoove,100,C3H_HeJ,96.0,45.0,176.0,149,53.0,0.6442953020134228,0.6808510638297872,0.7963800904977375,0.6620689655172413,1000_
sniffles,100,C3H_HeJ,42.0,6.0,49.0,149,107.0,0.2818791946308725,0.875,0.8909090909090909,0.4263959390862944,1000_
BioGraph*,100,C3H_HeJ,76.0,16.0,104.0,149,73.0,0.5100671140939598,0.8260869565217391,0.8666666666666667,0.6307053941908715,1000_
mistrvar,100,C3H_HeJ,0.0,0.0,3.0,149,149.0,0.0,0.0,1.0,0.0,1000_
pindel,100,C3H_HeJ,0.0,0.0,2.0,149,149.0,0.0,0.0,1.0,0.0,1000_
breakdancer,100,DBA_2J,96.0,46.0,142.0,149,53.0,0.6442953020134228,0.676056338028169,0.7553191489361702,0.6597938144329897,1000_
clever,100,DBA_2J,78.0,8.0,226.0,149,71.0,0.5234899328859061,0.9069767441860463,0.9658119658119658,0.6638297872340426,1000_
delly,100,DBA_2J,106.0,88.0,105.0,149,43.0,0.7114093959731543,0.5463917525773195,0.5440414507772021,0.618075801749271,1000_
gasv,100,DBA_2J,46.0,8595.0,6.0,149,103.0,0.3087248322147651,0.005323457933109594,0.0006975933031042902,0.010466439135381114,1000_
gridss,100,DBA_2J,98.0,75.0,41.0,149,51.0,0.6577181208053692,0.5664739884393064,0.3534482758620689,0.6086956521739132,1000_
indelminer,100,DBA_2J,4.0,3.0,1.0,149,145.0,0.026845637583892617,0.5714285714285714,0.25,0.05128205128205129,1000_
lumpexpress,100,DBA_2J,100.0,54.0,125.0,149,49.0,0.6711409395973155,0.6493506493506493,0.6983240223463687,0.6600660066006602,1000_
smoove,100,DBA_2J,100.0,36.0,188.0,149,49.0,0.6711409395973155,0.7352941176470589,0.8392857142857143,0.7017543859649124,1000_
sniffles,100,DBA_2J,52.0,3.0,48.0,149,97.0,0.34899328859060397,0.9454545454545454,0.9411764705882352,0.5098039215686274,1000_
BioGraph*,100,DBA_2J,82.0,19.0,117.0,149,67.0,0.5503355704697986,0.8118811881188119,0.8602941176470589,0.6559999999999999,1000_
mistrvar,100,DBA_2J,0.0,0.0,5.0,149,149.0,0.0,0.0,1.0,0.0,1000_
pindel,100,DBA_2J,0.0,0.0,0.0,149,149.0,0.0,0.0,0.0,0.0,1000_
breakdancer,100,LP_J,90.0,54.0,89.0,139,49.0,0.6474820143884892,0.625,0.6223776223776224,0.6360424028268551,1000_
clever,100,LP_J,79.0,4.0,175.0,139,60.0,0.5683453237410072,0.9518072289156626,0.9776536312849162,0.7117117117117118,1000_
delly,100,LP_J,104.0,74.0,94.0,139,35.0,0.7482014388489209,0.5842696629213483,0.5595238095238095,0.6561514195583596,1000_
gasv,100,LP_J,35.0,9643.0,3.0,139,104.0,0.2517985611510791,0.003616449679685885,0.0003110097449720091,0.007130487929102578,1000_
gridss,100,LP_J,97.0,73.0,33.0,139,42.0,0.6978417266187049,0.5705882352941176,0.3113207547169811,0.627831715210356,1000_
indelminer,100,LP_J,5.0,0.0,0.0,139,134.0,0.03597122302158273,1.0,0.0,0.06944444444444445,1000_
lumpexpress,100,LP_J,98.0,46.0,121.0,139,41.0,0.7050359712230215,0.6805555555555556,0.7245508982035929,0.6925795053003534,1000_
smoove,100,LP_J,96.0,38.0,158.0,139,43.0,0.6906474820143885,0.7164179104477612,0.8061224489795918,0.7032967032967034,1000_
sniffles,100,LP_J,48.0,9.0,23.0,139,91.0,0.34532374100719426,0.8421052631578947,0.71875,0.4897959183673469,1000_
BioGraph*,100,LP_J,78.0,12.0,78.0,139,61.0,0.5611510791366906,0.8666666666666667,0.8666666666666667,0.6812227074235807,1000_
mistrvar,100,LP_J,0.0,0.0,5.0,139,139.0,0.0,0.0,1.0,0.0,1000_
pindel,100,LP_J,0.0,0.0,2.0,139,139.0,0.0,0.0,1.0,0.0,1000_
breakdancer,100,CBA_J,90.0,65.0,160.0,144,54.0,0.625,0.5806451612903226,0.7111111111111111,0.6020066889632107,1000_
clever,100,CBA_J,79.0,6.0,218.0,144,65.0,0.5486111111111112,0.9294117647058824,0.9732142857142856,0.6899563318777293,1000_
delly,100,CBA_J,104.0,103.0,105.0,144,40.0,0.7222222222222222,0.5024154589371981,0.5048076923076923,0.5925925925925926,1000_
gasv,100,CBA_J,44.0,9484.0,5.0,144,100.0,0.3055555555555556,0.0046179680940386224,0.0005269259142164611,0.009098428453267164,1000_
gridss,100,CBA_J,96.0,88.0,40.0,144,48.0,0.6666666666666666,0.5217391304347826,0.3125,0.5853658536585366,1000_
indelminer,100,CBA_J,7.0,3.0,1.0,144,137.0,0.04861111111111111,0.7,0.25,0.0909090909090909,1000_
lumpexpress,100,CBA_J,101.0,59.0,126.0,144,43.0,0.7013888888888888,0.63125,0.6810810810810811,0.6644736842105262,1000_
smoove,100,CBA_J,99.0,45.0,199.0,144,45.0,0.6875,0.6875,0.8155737704918032,0.6875,1000_
sniffles,100,CBA_J,45.0,12.0,62.0,144,99.0,0.3125,0.7894736842105263,0.8378378378378378,0.4477611940298508,1000_
BioGraph*,100,CBA_J,75.0,16.0,108.0,144,69.0,0.5208333333333334,0.8241758241758241,0.8709677419354839,0.6382978723404257,1000_
mistrvar,100,CBA_J,0.0,0.0,4.0,144,144.0,0.0,0.0,1.0,0.0,1000_
pindel,100,CBA_J,0.0,0.0,1.0,144,144.0,0.0,0.0,1.0,0.0,1000_
